temp,soc,r1
273.15,0.0,0.683517208958061
273.15,0.05,0.725795571625127
273.15,0.1,0.575005262700616
273.15,0.15,0.424214953776106
273.15,0.2,0.363251313896892
273.15,0.25,0.322641952381671
273.15,0.3,0.291413096418507
273.15,0.35,0.274355241079558
273.15,0.4,0.257297385740609
273.15,0.45,0.248506755677103
273.15,0.5,0.2398748318105
273.15,0.55,0.236163375180106
273.15,0.6,0.236262516473907
273.15,0.65,0.237208041956423
273.15,0.7,0.243103048643909
273.15,0.75,0.248998055331396
273.15,0.8,0.251616937762184
273.15,0.85,0.253015466818738
273.15,0.9,0.254413995875293
273.15,0.95,0.255812524931847
273.15,1.0,0.257211053988401
283.15,0.0,0.672129919549357
283.15,0.05,0.565476117628399
283.15,0.1,0.374313732078921
283.15,0.15,0.235928832996798
283.15,0.2,0.215497419954241
283.15,0.25,0.196166032192692
283.15,0.3,0.183874061579745
283.15,0.35,0.171582090966799
283.15,0.4,0.162815654599433
283.15,0.45,0.154191835202648
283.15,0.5,0.148734025475167
283.15,0.55,0.14413304261754
283.15,0.6,0.14566507488479
283.15,0.65,0.15106954377339
283.15,0.7,0.157335992716603
283.15,0.75,0.164703852193341
283.15,0.8,0.168833476027302
283.15,0.85,0.163982213632774
283.15,0.9,0.159130951238245
283.15,0.95,0.154279688843717
283.15,1.0,0.149428426449188
293.15,0.0,0.637722875189894
293.15,0.05,0.353881414651562
293.15,0.1,0.16291291846887
293.15,0.15,0.147140638344454
293.15,0.2,0.136018628199851
293.15,0.25,0.136424958646219
293.15,0.3,0.135008550850827
293.15,0.35,0.127435751279001
293.15,0.4,0.119782772092726
293.15,0.45,0.111737423422224
293.15,0.5,0.104217862492786
293.15,0.55,0.100928908748953
293.15,0.6,0.0982545570339203
293.15,0.65,0.106855563189901
293.15,0.7,0.115456569345882
293.15,0.75,0.119705545030323
293.15,0.8,0.123921890287978
293.15,0.85,0.117727191424292
293.15,0.9,0.11079097550149
293.15,0.95,0.103854759578688
293.15,1.0,0.096918543655886
303.15,0.0,0.222095455409774
303.15,0.05,0.161003263033743
303.15,0.1,0.0999110706577127
303.15,0.15,0.0964718821901547
303.15,0.2,0.093855556952019
303.15,0.25,0.0983537012525234
303.15,0.3,0.103058891038981
303.15,0.35,0.0990109036949351
303.15,0.4,0.0945754504599027
303.15,0.45,0.0875548599839061
303.15,0.5,0.0803801871130209
303.15,0.55,0.0764693023364408
303.15,0.6,0.0728049293340596
303.15,0.65,0.0839744624129629
303.15,0.7,0.0965064706250548
303.15,0.75,0.0967781740727004
303.15,0.8,0.0957137352787983
303.15,0.85,0.0887740702993337
303.15,0.9,0.0810895147969132
303.15,0.95,0.0734049592944927
303.15,1.0,0.0657204037920723
313.15,0.0,0.211959757262854
313.15,0.05,0.112044639705848
313.15,0.1,0.0874501111002051
313.15,0.15,0.0714432425521416
313.15,0.2,0.0719437113304806
313.15,0.25,0.0738470385854041
313.15,0.3,0.0779086955867271
313.15,0.35,0.0804939975175619
313.15,0.4,0.0812426116219872
313.15,0.45,0.0781702265164632
313.15,0.5,0.0712388091481154
313.15,0.55,0.0651501599099608
313.15,0.6,0.0597533218754852
313.15,0.65,0.0658258263874759
313.15,0.7,0.0795109615621919
313.15,0.75,0.0835007575227512
313.15,0.8,0.0823328300339875
313.15,0.85,0.075961759429251
313.15,0.9,0.067408754455451
313.15,0.95,0.0588557494816509
313.15,1.0,0.0503027445078509
