temp,soc,r1
273.15,0.0,0.0213599127799394
273.15,0.05,0.0226811116132852
273.15,0.1,0.0179689144593943
273.15,0.15,0.0132567173055033
273.15,0.2,0.0113516035592779
273.15,0.25,0.0100825610119272
273.15,0.3,0.0091066592630783
273.15,0.35,0.0085736012837361
273.15,0.4,0.008040543304394
273.15,0.45,0.0077658361149094
273.15,0.5,0.0074960884940781
273.15,0.55,0.0073801054743783
273.15,0.6,0.0073832036398096
273.15,0.65,0.0074127513111382
273.15,0.7,0.0075969702701221
273.15,0.75,0.0077811892291061
273.15,0.8,0.0078630293050682
273.15,0.85,0.0079067333380855
273.15,0.9,0.0079504373711029
273.15,0.95,0.0079941414041202
273.15,1.0,0.0080378454371375
283.15,0.0,0.0210040599859174
283.15,0.05,0.0176711286758875
283.15,0.1,0.0116973041274663
283.15,0.15,0.0073727760311499
283.15,0.2,0.00673429437357
283.15,0.25,0.0061301885060216
283.15,0.3,0.005746064424367
283.15,0.35,0.0053619403427124
283.15,0.4,0.0050879892062322
283.15,0.45,0.0048184948500827
283.15,0.5,0.0046479382960989
283.15,0.55,0.0045041575817981
283.15,0.6,0.0045520335901496
283.15,0.65,0.0047209232429184
283.15,0.7,0.0049167497723938
283.15,0.75,0.0051469953810419
283.15,0.8,0.0052760461258532
283.15,0.85,0.0051244441760241
283.15,0.9,0.0049728422261951
283.15,0.95,0.0048212402763661
283.15,1.0,0.0046696383265371
293.15,0.0,0.0199288398496842
293.15,0.05,0.0110587942078613
293.15,0.1,0.0050910287021521
293.15,0.15,0.0045981449482642
293.15,0.2,0.0042505821312453
293.15,0.25,0.0042632799576943
293.15,0.3,0.0042190172140883
293.15,0.35,0.0039823672274687
293.15,0.4,0.0037432116278976
293.15,0.45,0.0034917944819445
293.15,0.5,0.0032568082028995
293.15,0.55,0.0031540283984047
293.15,0.6,0.00307045490731
293.15,0.65,0.0033392363496844
293.15,0.7,0.0036080177920588
293.15,0.75,0.0037407982821976
293.15,0.8,0.0038725590714993
293.15,0.85,0.0036789747320091
293.15,0.9,0.0034622179844215
293.15,0.95,0.003245461236834
293.15,1.0,0.0030287044892464
303.15,0.0,0.0069404829815554
303.15,0.05,0.0050313519698044
303.15,0.1,0.0031222209580535
303.15,0.15,0.0030147463184423
303.15,0.2,0.0029329861547505
303.15,0.25,0.0030735531641413
303.15,0.3,0.0032205903449681
303.15,0.35,0.0030940907404667
303.15,0.4,0.0029554828268719
303.15,0.45,0.002736089374497
303.15,0.5,0.0025118808472819
303.15,0.55,0.0023896656980137
303.15,0.6,0.0022751540416893
303.15,0.65,0.002624201950405
303.15,0.7,0.0030158272070329
303.15,0.75,0.0030243179397718
303.15,0.8,0.0029910542274624
303.15,0.85,0.0027741896968541
303.15,0.9,0.0025340473374035
303.15,0.95,0.0022939049779529
303.15,1.0,0.0020537626185022
313.15,0.0,0.0066237424144641
313.15,0.05,0.0035013949908077
313.15,0.1,0.0027328159718814
313.15,0.15,0.0022326013297544
313.15,0.2,0.0022482409790775
313.15,0.25,0.0023077199557938
313.15,0.3,0.0024346467370852
313.15,0.35,0.0025154374224238
313.15,0.4,0.0025388316131871
313.15,0.45,0.0024428195786394
313.15,0.5,0.0022262127858786
313.15,0.55,0.0020359424971862
313.15,0.6,0.0018672913086089
313.15,0.65,0.0020570570746086
313.15,0.7,0.0024847175488185
313.15,0.75,0.0026093986725859
313.15,0.8,0.0025729009385621
313.15,0.85,0.0023738049821641
313.15,0.9,0.0021065235767328
313.15,0.95,0.0018392421713015
313.15,1.0,0.0015719607658703
