temp,soc,r0
0,0,0.214289286535903
0,0.05,0.175211110569399
0,0.1,0.180263185226022
0,0.15,0.185315259882646
0,0.2,0.187048212450934
0,0.25,0.188029068391037
0,0.3,0.188737024308723
0,0.35,0.189032713918743
0,0.4,0.189328403528762
0,0.45,0.188204975030391
0,0.5,0.187054303674781
0,0.55,0.186521643380554
0,0.6,0.186467594477194
0,0.65,0.186312970804669
0,0.7,0.185570206502495
0,0.75,0.184827442200321
0,0.8,0.186090116915659
0,0.85,0.188099815882852
0,0.9,0.190109514850045
0,0.95,0.192119213817238
0,1,0.194128912784431
10,0,0.141265537061729
10,0.05,0.129684807080505
10,0.1,0.130823087087277
10,0.15,0.131853475922717
10,0.2,0.132642736568404
10,0.25,0.13326817165364
10,0.3,0.132845234051873
10,0.35,0.132422296450107
10,0.4,0.131603125319636
10,0.45,0.130767925519021
10,0.5,0.130447532762877
10,0.55,0.130266463810059
10,0.6,0.129409416288074
10,0.65,0.128125550290481
10,0.7,0.127596006644452
10,0.75,0.128030311963649
10,0.8,0.128803147818145
10,0.85,0.130514860443137
10,0.9,0.132226573068129
10,0.95,0.133938285693121
10,1,0.135649998318113
20,0,0.104741344846886
20,0.05,0.102572099547743
20,0.1,0.100779275588767
20,0.15,0.0996965355050979
20,0.2,0.0988901928618374
20,0.25,0.0987690585710678
20,0.3,0.0987008004878413
20,0.35,0.0988111345040343
20,0.4,0.0987513682211033
20,0.45,0.0978591937619535
20,0.5,0.0969940538102015
20,0.55,0.0963464396246934
20,0.6,0.0957069010423328
20,0.65,0.0952155157546992
20,0.7,0.0947241304670656
20,0.75,0.0958930820851406
20,0.8,0.0970744824905569
20,0.85,0.0971382761091894
20,0.9,0.097122469210513
20,0.95,0.0971066623118367
20,1,0.0970908554131603
30,0,0.0831056534662381
30,0.05,0.0806942921992829
30,0.1,0.0782829309323278
30,0.15,0.0766866857538455
30,0.2,0.0751020744714562
30,0.25,0.0749921643011297
30,0.3,0.074925170922663
30,0.35,0.0744181420139093
30,0.4,0.073891634605376
30,0.45,0.0736049156389139
30,0.5,0.0733324888256248
30,0.55,0.0730101973986932
30,0.6,0.072684139730197
30,0.65,0.0721325078765209
30,0.7,0.0715601573249973
30,0.75,0.0715538875549442
30,0.8,0.0716093099254033
30,0.85,0.0714853566868042
30,0.9,0.0713386613124955
30,0.95,0.0711919659381869
30,1,0.0710452705638782
40,0,0.0722007934482985
40,0.05,0.0662421143698847
40,0.1,0.0640708686388647
40,0.15,0.0622801353615865
40,0.2,0.061220829200507
40,0.25,0.0605265463699192
40,0.3,0.0603938602545241
40,0.35,0.0602135835118434
40,0.4,0.0599741007370002
40,0.45,0.0595541355092062
40,0.5,0.0589518913615428
40,0.55,0.0585563249520005
40,0.6,0.058330416090793
40,0.65,0.0581294276580759
40,0.7,0.0579449798437322
40,0.75,0.0579257614354568
40,0.8,0.0579944417136917
40,0.85,0.0578789264472626
40,0.9,0.057686168910042
40,0.95,0.0574934113728214
40,1,0.0573006538356008
